;Transcription_Id;Player_Name;Transcription_Text;Stage_Of_The_Game
1053;1053;SAM;SAM: Commercial break.;Part I
1054;1054;TRAVIS;TRAVIS: Right, listen up! If you have ale, then you have a friend in Grog Strongjaw! A goliath of towering height and size, this barbarian has an appetite for the two great loves in his life: combat, women, and ale!;Break
1055;1055;[record scratch] Wait.;[record scratch] Wait.;Break
1056;1056;TRAVIS (CONT'D);TRAVIS (CONT'D): Easily the brains of the group, Grog is often consulted for his vast knowledge of shapes, colors, and shiny things! Also ale. In his early years, armed with his two-handed greataxe, Grog often enjoyed proving his might amongst the ranks of his family's wandering herd. But after coming upon an unsuspecting elderly gnome in the woods, he objected to the killing of such an innocent life. A creature of impulse, Grog felt only pity for this– well, this terrified little thing. And his disobedience cost him dearly. Beaten bloody, and banished by the herd leader, his Uncle Kevdak, Grog was abandoned and left to die. Exiled from his herd, it was then that the relative of the very gnome he fought to save, saved him. It was the kindness of a gnome cleric named Pike that healed Grog, bringing him back from death's edge. And they have remained close friends ever since. Most nights, Grog can be found challenging entire taverns to wrestling matches! Or accompanying Scanlan to the nearest house where you pay for lady favors. Also ale!;Break
1057;1057;MARISHA;MARISHA: A first impression of Keyleth would leave you with little information on the half-elven druid. You might even think that her social awkwardness due to her sheltered upbringing is kind of sweet. Of course, it would be unwise underestimate her based on first impressions.;Break
1058;1058;[thunder crack];[thunder crack];Break
1059;1059;MARISHA (Cont'd);MARISHA (Cont'd): Under that un-intimidating petite frame is a vicious beast waiting to be unleashed, whose natural powers have made even the fiercest of champions pee their pants, literally! Born to the Air Tribe of the Ashari people, Keyleth was raised with a deep love of nature and the elemental magics. It is her people's inherent duty to protect the delicate areas in Tal'Dorei where the four elemental planes begin to bleed with this realm. Since she was a little girl, she had quite a knack for air manipulation and beast shaping abilities. Well, if you consider kittens and flying squirrels to be little beasts...which, I do. Anyways, it wasn't long before the headmaster of the tribe, her father, Korrin, realized her true prodigious abilities and she was inveterated to succeed him as the next headmaster. Just like that, her jovial childhood was stripped and replaced with endless spell memorization, teachings from ancient traditions, and exceedingly high expectations. Every druid leader-to-be must embark on a journey to seek out the sister tribes in order to introduce and establish respect amongst the fellow headmasters. They call this the Aramente, or Noble Odyssey. When her father felt she was ready, he set her on the path to truly discovering herself, not knowing when, or if, she will ever return. As she hiked down the mountain towards Stilben, she meditated on the task ahead. Part of the Aramente is proving yourself a strong warrior, a valiant protector, and a wise and compassionate leader. With this knowledge, one thought plays in repeat in her mind: Is she even worthy?;Break
1060;1060;TALIESIN;TALIESIN: Percy was the third child of seven children, born to a noble family who lived far to the north in the ancient castle of Whitestone. With so many siblings to share the burdens of lordship, Percy turned his attention to the sciences, engineering, and naturalism. One day, a mysterious couple, named Lord and Lady Briarwood, came to court. During a feast held in their honor, the Briarwoods violently took control of the castle, killing or imprisoning everyone who would stand in their way. Percy awoke chained in the dungeon, only to be freed by his younger sister. Together they fled, chased by the Briarwoods' men. As they ran, Percy's sister took several arrows to the chest and fell. Percy kept running, eventually jumping into a freezing river and floating unconscious to freedom. He did not remember waking up on a fishing boat. He barely remembered the next two years, as he slowly made his way as far south as possible. Then one night, Percy had a dream: a roaring cloud of smoke offered him vengeance against those who destroyed his family. When he awoke, Percy began to design his first gun.;Break
1061;1061;SAM;SAM: Oh, you haven't heard of Scanlan Shorthalt? Well, gird your loins, ladies, because he has his eye on you. A talented musician, master of disguise, and dashingly handsome in his own mind, Scanlan sings songs almost as much as he sings his own praises. Born a poor gnome, Scanlan used his endless charm and soaring tenor voice to croon for coin and support his single mother. One day, he was discovered by a half-orc promoter, and joined Dr. Dranzel's Spectacular Traveling Troupe where he learned the ways of the world, and honed his skills as a bard extraordinaire. A loner much of his life, Scanlan has never quite come to terms with the violent death of his mother at the hands of a goblin invasion. While his years on the road provided many, shall we say, educational experiences with the opposite sex, deep down Scanlan yearns for the one thing he's never known: the true love of a fellow gnome. Still, Scanlan considers himself a lover first, performer second, and fighter distant third. On the battlefield, he'll support his allies, but rarely draws blood, unless it's to protect fellow gnome, Pike. Count on Scanlan for a hearty laugh, a rollicking song, and a twinkle in his eye that melts hearts and makes the females swoon.;Break
1062;1062;ORION;ORION: Greetings and salutations, I am Tiberius Stormwind. I hail from a town called Tyriex, located in the heart of Draconia. Born from a politically respected family, at the age of 15, I succeeded in passing the Sorcerer's Rite, showing prodigy-like control of my magic. The judges and the Draconian high council were amazed at how powerful my spells were for how long I had been training. At 20 years old, I was the youngest appointed member of the magic guild in Draconian history. For the next few years, I almost went mad from the malaise of being a guild member, as it's rather boring. However, one day I happened upon a chamber, unused for quite some time. In the room were stacks of books and maps of the surrounding cities and areas around the known world. For months, I would frequent the chamber, and learned of artifacts from legend. After a long period of research, I made a list of artifacts that caught my eye. I brought these findings to the high council and was told that all of the information in the chamber I had stumbled upon was either believed to be fiction, or unsolvable mysteries, and hence were lost forever. I found those answers to be unacceptable. A year later, I devised a ruse and managed to convince the city council to lend support in me leaving Draconia on a mission of peace and diplomacy for the surrounding kingdoms. Going from town to town and making friends and allies in and for the name of Draconia. Being a red dragonborn, I had quite the task on my hands in that respect, but it was exactly what I needed so I could explore the world and find these artifacts, as I felt the truth was out there. Some may describe me as buffoonish, but I say poppycock to all that. I am much sharper than most give me credit for. I just don't pay attention to things sometimes. I've also been known to be rather cunning, loyal, happy-go-lucky, and well, dangerous. I can't help but show my true scales every now and then. But overall, I think I'm quite friendly for a dragonborn.;Break
1063;1063;LIAM;LIAM: Never entirely welcome in the company of elves or men, Vax'ildan learned at a young age to skip past formality, preferring instead to invite himself in your door. Along with twin sister, Vex'ahlia, Vax was born by a chance encounter between elven royalty and human peasantry. Raised by their mother in their early years, the twins were eventually sent off to their father in the elven capital of Syngorn. But their cool reception among the elves there never warmed, and their time in the capital didn't last. The siblings stole away one autumn night and set out on the open road. After a few years of wandering, they eventually decided to return to their mother, and journeyed back to the lands of their youth. But instead of finding their childhood home, they returned to a pile of rubble. Their mother was gone, their home burned to ash. Pressing the townspeople for answers, they learned of the day the dragon came. With their ties all severed, Vax'ildan and his sister set out to find their fortune together in Tal'Dorei. An outsider since birth, Vax quickly learned to solve life's challenges in his own particular way, often by sidestepping them entirely. And when his knack for circumventing adversity isn't enough, the way of blades the elves schooled him in more than makes up the difference.;Break
1064;1064;LAURA;LAURA: Like so many half-elves, Vex'ahlia has spent most of her life suffering the cool reception of a people who don't fully accept her. Born of a human mother, and an elven father who only later in life took an interest in their existence, Vex'ahlia and her twin brother, Vax'ildan, quickly realized the only people they could truly rely on in this world were each other. It was at the age of ten when the two were taken from their mother, and brought to live in Syngorn, the isolated elven city for which their father was an ambassador. He quietly took them in, but always kept an icy distance, and after too many years of disdainful looks, the pair decided to leave his indifference behind, and set out on their own. Vax took to the cities, stealing small trinkets and learning the ways of the thief, while Vex kept to the woods. She preferred the isolation. Always the keen observer, she learned to hunt and to track, to spy and to shoot. Through a series of fateful events, earned herself a companion in the form of a bear– her own stolen Trinket – to fight alongside her and protect her fiercely. Also, he is adorable, and gives expert massages.;Break
1065;1065;MATT;MATT: Hello, everyone. Welcome back. We've had our pee breaks. We've had our refills of our drinks. We've got Fireball, so I think we're good for the next venture. Anyway, the party has taken their rest for the evening. Once again, this is one of those weird experiences where you wake up, not because of the sun rising, because you can't see it in the dwarven city of Kraghammer, but eventually you all come to consciousness naturally. What is your plan of action?;Part II
1066;1066;SAM;SAM: Oh, Jesus, we should have all talked about this while we were all peeing.;Part II
1067;1067;TRAVIS;TRAVIS: We're going to beat up everybody, right?;Part II
1068;1068;SAM;SAM: Are we going to the manor?;Part II
1069;1069;TALIESIN;TALIESIN: I say we have brunch, and we go to the manor–;Part II
1070;1070;LAURA and TRAVIS;LAURA and TRAVIS: Brunch?;Part II
1071;1071;SAM;SAM: Eggs benedict.;Part II
1072;1072;TALIESIN;TALIESIN: I want dwarven brunch.;Part II
1073;1073;LIAM;LIAM: I want a traditional dwarven breakfast.;Part II
1074;1074;MARISHA;MARISHA: Dwarven eggs are very good.;Part II
1075;1075;TALIESIN;TALIESIN: They're small.;Part II
1076;1076;MATT;MATT: Okay, so Tiberius fills you all in about his experience, trying to get into the House Thunderbrand.;Part II
1077;1077;TRAVIS;TRAVIS: How you almost got killed?;Part II
1078;1078;ORION;ORION: I didn't, certainly not. I just couldn't get in the door. Rather rude!;Part II
1079;1079;MARISHA;MARISHA: Why did you think that after the magic hand failed that the big thunder ice wave would work?;Part II
1080;1080;ORION;ORION: What I thought is that I could cover the rune with ice and merely step over it. I didn't think it would dissolve my ice.;Part II
1081;1081;TRAVIS;TRAVIS: Did you sleep?;Part II
1082;1082;ORION;ORION: Yes.;Part II
1083;1083;TRAVIS;TRAVIS: Oh. I had to make sure, you know.;Part II
1084;1084;ORION;ORION: A good sorcerer always all his tricks before turning around, which is what I did. I think we should go back there because I feel that it's significant that I couldn't get in so easily.;Part II
1085;1085;TALIESIN;TALIESIN: We will go back there. I don't think it's the next order of business but I think that we're not leaving the city without dealing with that.;Part II
1086;1086;LAURA;LAURA: Definitely.;Part II
1087;1087;TRAVIS;TRAVIS: Do we need to do something with the comment cards?;Part II
1088;1088;LAURA;LAURA: Oh.;Part II
1089;1089;TALIESIN;TALIESIN: Did you not fill out your comment card?;Part II
1090;1090;TRAVIS;TRAVIS: No, I did! I know, like, three letters, so like A, F, and A.;Part II
1091;1091;MARISHA;MARISHA: That's okay.;Part II
1092;1092;TALIESIN;TALIESIN: That sounds very positive.;Part II
1093;1093;MARISHA;MARISHA: It's the thought that counts, Grog. It's the thought that counts.;Part II
1094;1094;LAURA;LAURA: Did you put a smiley face next to the A-F-A?;Part II
1095;1095;TRAVIS;TRAVIS: I covered my hand in ink.;Part II
1096;1096;LAURA;LAURA: That works.;Part II
1097;1097;TALIESIN;TALIESIN: Very good. I think that went well.;Part II
1098;1098;SAM;SAM: Shall we try to make our way to the manor, then?;Part II
1099;1099;LAURA;LAURA: The Greyspine Manor, with our cask of fancy ale/wine.;Part II
1100;1100;TRAVIS;TRAVIS: Does the light ever change being underground?;Part II
1101;1101;MATT;MATT: No, it is a perpetual low red glow from all the stones that are embedded around the streets.;Part II
1102;1102;LAURA;LAURA: I feel really sleepy and also very awake at the same time.;Part II
1103;1103;MARISHA;MARISHA: Yeah, I know.;Part II
1104;1104;MATT;MATT: Oh, dwarves.;Part II
1105;1105;LAURA;LAURA: So what do you think?;Part II
1106;1106;TALIESIN;TALIESIN: Now I'm curious if there's dwarven coffee.;Part II
1107;1107;MATT;MATT: You guys make your way after your brunch, your delicious dwarven brunch–;Part II
1108;1108;TALIESIN;TALIESIN: Thank you!;Part II
1109;1109;MATT;MATT: – which is very alcoholic.;Part II
1110;1110;TRAVIS;TRAVIS: Yes!;Part II
1111;1111;TALIESIN;TALIESIN: It's like being in New Orleans for the weekend, every meal is going to come with something alcoholic.;Part II
1112;1112;LAURA;LAURA: You're turning yourself into a dwarf?;Part II
1113;1113;SAM;SAM: Did you catch that? He just turned himself into a dwarf.;Part II
1114;1114;TRAVIS;TRAVIS: You did?;Part II
1115;1115;MATT;MATT: Tiberius went (whoosh) into a dwarven form.;Part II
1116;1116;LAURA;LAURA: What kind of dwarf? What do you look like?;Part II
1117;1117;SAM;SAM: He's very handsome for a dwarf.;Part II
1118;1118;LAURA;LAURA: Are you a girl dwarf?;Part II
1119;1119;MARISHA;MARISHA: Yes! You should be a lady dwarf.;Part II
1120;1120;SAM;SAM: Oh yeah, what kind of dwarf? A lady dwarf?;Part II
1121;1121;ORION;ORION: I would not do that again.;Part II
1122;1122;TRAVIS;TRAVIS: Oh, you did do that, you did take it as a troll.;Part II
1123;1123;ORION;ORION: Almost! She shot off the penis.;Part II
1124;1124;LIAM;LIAM: What is going on?;Part II
1125;1125;TRAVIS;TRAVIS: That's where the troll dick came from.;Part II
1126;1126;ORION;ORION: Don't you remember, Vax? I was almost raped by trolls.;Part II
1127;1127;MATT;MATT: There was a cavern interaction with two male trolls that they had stealthed up behind as a party. I love explaining this to the audience. Tiberius then polymorphed into a female troll to try and Bugs Bunny them, not realizing that dwarves who are underground and–;Part II
1128;1128;LAURA;LAURA: Trolls.;Part II
1129;1129;MATT;MATT: –trolls don't encounter female trolls often enough to have a one track mind. He nearly got himself in a very bad situation. That was remedied by the party attacking and Vex over here shooting off the troll's dick. Which then went in the bag of holding, which is disgusting.;Part II
1130;1130;MARISHA;MARISHA: That's also where the hashtag not all trolls came from.;Part II
1131;1131;MATT;MATT: Yup, hashtag not all trolls came from that game. That is horrible.;Part II
1132;1132;TALIESIN;TALIESIN: Oh god. Bring it back.;Part II
1133;1133;MARISHA;MARISHA: Bringing it back.;Part II
1134;1134;MATT;MATT: You guys make your way to the residential district. The same guards are there who were there the previous night that encountered you guys so, as you roll up with an entourage-;Part II
1135;1135;SAM;SAM: How many are there?;Part II
1136;1136;MATT;MATT: Currently, there are four.;Part II
1137;1137;TRAVIS;TRAVIS: We can take them.;Part II
1138;1138;LAURA;LAURA: Hi. I wave at Thompson.;Part II
1139;1139;MATT;MATT: He's actually not there. It's the two others that were with you. He is noticeably absent.;Part II
1140;1140;LAURA;LAURA: Oh. Where's Thompson?;Part II
1141;1141;MATT;MATT: They look at each other and they're like, “He's been given the day off.”;Part II
1142;1142;LAURA;LAURA: Oh, really?;Part II
1143;1143;LIAM;LIAM: As you can see, we brought one of your citizens with us to show us a tour of the city.;Part II
1144;1144;SAM;SAM: That's you.;Part II
1145;1145;MATT;MATT: “Citizen? I haven't see you about. What's your name?”;Part II
1146;1146;ORION;ORION: Oh, my name is Tiberius Kraghammer.;Part II
1147;1147;(laughter);(laughter);Part II
1148;1148;SAM;SAM: Like Johnny New York.;Part II
1149;1149;ORION;ORION: Shoot, we're in Kraghammer, right?;Part II
1150;1150;SAM;SAM: We're in Kraghammer.;Part II
1151;1151;ORION;ORION: Oh, Stronghammer.;Part II
1152;1152;SAM;SAM: Johnny New York.;Part II
1153;1153;MATT;MATT: “What is it, Kraghammer, or what was it?”;Part II
1154;1154;(laughter);(laughter);Part II
1155;1155;ORION;ORION: I meant–I meant Stronghammer. Kraghammer is my father's cousin's side.;Part II
1156;1156;MATT;MATT: “How drunk are you?”;Part II
1157;1157;ORION;ORION: I've been drinking since I've woken.;Part II
1158;1158;MATT;MATT: Make a persuasion check.;Part II
1159;1159;SAM;SAM: See, he is one of you!;Part II
1160;1160;TRAVIS;TRAVIS: I had a lot of breakfast.;Part II
1161;1161;ORION;ORION: Oh yay, 19.;Part II
1162;1162;MATT;MATT: 19.;Part II
1163;1163;TRAVIS;TRAVIS: Tiberius Kraghammer.;Part II
1164;1164;MATT;MATT: “All right, I haven't seen you around, but obviously it's a bit early to be that fucked up.”;Part II
1165;1165;ORION;ORION: I've been very depressed, you know.;Part II
1166;1166;MATT;MATT: Well, what's your business, if I might ask again? You already seen the statue.;Part II
1167;1167;LAURA;LAURA: Yeah, we saw the statue, but we wanted to get a better look at it. We brought this gift for the Greyspines and we wanted to present it to them.;Part II
1168;1168;MATT;MATT: The two new Carvers step forward and look at it. “Ooh!”;Part II
1169;1169;LAURA;LAURA: It's really nice.;Part II
1170;1170;MATT;MATT: One of them's like, “I'll tell you what. If you let us taste a bit of that, we'll let you go.”;Part II
1171;1171;ORION;ORION: Oh, I mean, I've been drinking a lot of it, sure!;Part II
1172;1172;LAURA;LAURA: A thimble of it because if any of it goes missing– Is it sealed? Can we tell if it's sealed?;Part II
1173;1173;MATT;MATT: You look at it. It does not have any sort of port or exit on it. It is just a solid barrel.;Part II
1174;1174;ORION;ORION: Maybe, we can save some for them.;Part II
1175;1175;LAURA;LAURA:. If we open it, it'll ruin the barrel, right?;Part II
1176;1176;MATT;MATT: “Ah, that's right.”;Part II
1177;1177;LAURA;LAURA: Maybe we can save you a bottle of it when we open it inside. We'll give it to you later.;Part II
1178;1178;MATT;MATT: Make a persuasion check for that. It's a very persuasion based encounter.;Part II
1179;1179;LAURA;LAURA: Should I roll that one that failed me earlier or my little dice?;Part II
1180;1180;MATT;MATT: The little dice! They haven't come out yet!;Part II
1181;1181;LAURA;LAURA: (high-pitched) My little, tiny dice.;Part II
1182;1182;MATT;MATT: Itty bitty dice.;Part II
1183;1183;LAURA;LAURA: Teeny tiny dice. Okay that's better, I rolled a 23.;Part II
1184;1184;MATT;MATT: Okay. They all look at each other. “If you can save enough for all four of us, please do. Bring it back, we'll be looking forward to it.”;Part II
1185;1185;ORION;ORION: Do you have any flasks that we could use to fill them up?;Part II
1186;1186;LAURA;LAURA: We've got some bottles, don't worry.;Part II
1187;1187;MATT;MATT: “We'll be waiting. If you don't show with the drink, we'll go right to our supervisor.” They all nod.;Part II
1188;1188;LAURA;LAURA: Yeah, keep nodding. Here's the thing. I don't know if I can save four bottles worth, but I'll save as much as I can.;Part II
1189;1189;SAM and TALIESIN;SAM and TALIESIN: Just say yes.;Part II
1190;1190;LAURA;LAURA: Hey, I've got it covered.;Part II
1191;1191;LIAM;LIAM: On our father's good name, we will bring you some of this. That is a promise.;Part II
1192;1192;TRAVIS;TRAVIS: It's a good name.;Part II
1193;1193;MATT;MATT: They all look about each other. “Fine. Remember, we're waiting.” They all lick their lips a little. They part and let you guys into the residential district. You make your way to the very back. You can see House Greyspine. Once again, guys, for those who haven't been there before, it's a beautiful arrangement. The iron gate around it with spikes on the top. You can see the entire front yard, it's about a good 80 yard walk to the front of the building itself. It's a quite a distance from the front gate and that entire area is filled with like a stone garden with various small sculptures and interesting knick knacks they collected and put on display like as a small museum as you approach the front of House Greyspine. You get to the front door as a large double oak door about ten feet tall, four feet wide, currently closed. There is no handle on the door.;Part II
1194;1194;TRAVIS;TRAVIS: No handle?;Part II
1195;1195;MATT;MATT: No.;Part II
1196;1196;ORION;ORION: Hold on, wait. Don't knock on anything. Things shock you here.;Part II
1197;1197;SAM;SAM: Let's go knock on the door.;Part II
1198;1198;TALIESIN;TALIESIN: I want to double check, see if there's a bell to ring or there seems to be some sort of calling–;Part II
1199;1199;MATT;MATT: Easily enough, you see next to the door there is a small chain that protrudes from the stone wall. It has a small bulbous ball at the end.;Part II
1200;1200;TALIESIN;TALIESIN: Ding ding. Ding-a-ding.;Part II
1201;1201;MATT;MATT: You pull it. Not a ding, but a large (clanging). It is a heavier chain than you expected. As you pull on it, you feel a large hammer-like object is slamming into a brass-type material as it echoes and resounds in the building. Definitely announcing your presence.;Part II
1202;1202;MARISHA;MARISHA: Percy, can I try?;Part II
1203;1203;TALIESIN;TALIESIN: If you must, yes.;Part II
1204;1204;MARISHA;MARISHA: Okay!;Part II
1205;1205;MATT;MATT: Boosh! It echoes into the house.;Part II
1206;1206;MARISHA;MARISHA: I just wanted to do that once! I'm sorry.;Part II
1207;1207;SAM;SAM: Should we ding-dong-ditch?;Part II
1208;1208;(laughter);(laughter);Part II
1209;1209;LIAM;LIAM: Scanlan perhaps a little ditty on strings will ease our introduction.;Part II
1210;1210;SAM;SAM: I'll start singing a little jaunty welcoming song. (singing) Hello, hello, we're here to pay you calling. Hello, hello I don't know what rhymes with calling.;Part II
1211;1211;TALIESIN;TALIESIN: “Calling,” at the very least. I thought you would go right there.;Part II
1212;1212;SAM;SAM: Yes, it's true.;Part II
1213;1213;MATT;MATT: All right, are you going to play the music for the sake of playing music?;Part II
1214;1214;SAM;SAM: Yes, for now.;Part II
1215;1215;MATT;MATT: All right. About ten seconds pass before the door– you hear a large (thudding) and one of the doors opens up. You see a dwarf, with long gray hair that's slicked back and pulled into a ponytail. A very small trimmed beard, very proper, steps out in long black robes and goes, “Can I help you?”;Part II
1216;1216;TRAVIS;TRAVIS: Percy?;Part II
1217;1217;TALIESIN;TALIESIN: Yes, Percival Fredrickstein von Musel Klossowski de Rolo III.;Part II
1218;1218;ORION;ORION: You can call him Percy.;Part II
1219;1219;TALIESIN;TALIESIN: You can simply call me Percy, thank you. We're here to discuss some business with Lord Greyspine and we have, of course, brought gifts and our charming company.;Part II
1220;1220;LIAM;LIAM: As well as our dwarven compatriot to introduce us.;Part II
1221;1221;ORION;ORION: Yes, who? I am quite drunk right now.;Part II
1222;1222;MATT;MATT: He gives you an awkward look. It's like a look of trying to place your face. “Which lord are you looking for?”;Part II
1223;1223;LAURA;LAURA: Actually Nostoc.;Part II
1224;1224;ORION;ORION: Is he the nice one? I would like the nice one.;Part II
1225;1225;MATT;MATT: “Nostoc, I'm afraid, is currently working at the quarry, if he's who you're looking for.”;Part II
1226;1226;LAURA;LAURA: Oh, of course he is.;Part II
1227;1227;SAM;SAM: If Gradon is here, is that his name? Gradon?;Part II
1228;1228;MATT;MATT: He gives you this look. “Gradem is not taking visitors.”;Part II
1229;1229;LAURA;LAURA: Of course not.;Part II
1230;1230;TALIESIN;TALIESIN: That's a shame, we brought this half-barrel of ale right here and some–;Part II
1231;1231;SAM;SAM: And some very, very attractive mining contracts, but if there's no one here to talk about them–;Part II
1232;1232;MATT;MATT: He gives you this look. “If you're talking mining contracts you want to head to the quarry and talk to, Lord–” Looking him up again in my notes. “You want to talk to Nostoc Greyspine. He's the one who runs the quarry. As far as the Ironkeeper himself– I mean no offense, but only official political business.”;Part II
1233;1233;TALIESIN;TALIESIN: Well, this is definitely official political business. I will also say, could you direct us to the quarry? We are new in town.;Part II
1234;1234;MATT;MATT: “Obviously. Have you not shown them where the quarry is, friend?”;Part II
1235;1235;ORION;ORION: I have no idea what's going even going on.;Part II
1236;1236;SAM;SAM: Jesus.;Part II
1237;1237;TALIESIN;TALIESIN: He's been drinking since very early this morning.;Part II
1238;1238;MARISHA;MARISHA: He's on vacation. You'll have to excuse him.;Part II
1239;1239;ORION;ORION: I must say, I am having a wonderful time.;Part II
1240;1240;MARISHA;MARISHA: You know, friends are in town, he's showing us around.;Part II
1241;1241;TALIESIN;TALIESIN: What was your name, again?;Part II
1242;1242;MATT;MATT: The dwarf gives you a subtle look, goes, “My name is Magrim. I am the servant of the Ironkeeper himself.”;Part II
1243;1243;TALIESIN;TALIESIN: Magrim, of course you're the servant. You are filled with poise and sophistication, and of course, above all, protocol. I would not wish you to break protocol which is why some simple directions, for those of us who are wishing to do some official business. You'll be right on your way and your house will return to order.;Part II
1244;1244;MATT;MATT: “Right. The Ironkeeper is not open to business outside of pre-approved political understanding.”;Part II
1245;1245;LAURA;LAURA: Of course.;Part II
1246;1246;MATT;MATT: “If you don't have a pre-approved meeting put within our ledger, you won't be seen.”;Part II
1247;1247;LAURA;LAURA: Of course not, but for the mining contracts, however, wouldn't we need to speak to Nostoc? Is there any way– I hear it's very hard to get down into the mines. It's very well-guarded, right? That's why we came to speak to him here.;Part II
1248;1248;MATT;MATT: He leans over and looks at the cask of ale and says, “Down to the mines, you have to go to one of the chain platform posts at the edge of town that will bring you to the base area. Find your way to the mines there. That should be enough to get Nostoc's attention. The rest is up to you.”;Part II
1249;1249;LAURA;LAURA: Lovely. Thank you so much.;Part II
1250;1250;SAM;SAM: One moment, before we adjourn– (whispers) Do we want to try to get into this place, or are we just going to go to the mines?;Part II
1251;1251;LAURA;LAURA: (whispers) Maybe we should talk to Nostoc first.;Part II
1252;1252;SAM;SAM: And ditch this place?;Part II
1253;1253;TALIESIN;TALIESIN: Every time we break into someone's house it turns out poorly.;Part II
1254;1254;LAURA;LAURA: We're trying to get to the mines, essentially.;Part II
1255;1255;LIAM;LIAM: I think he's still listening.;Part II
1256;1256;TALIESIN;TALIESIN: Good man, good day. We'll be on our way, thank you.;Part II
1257;1257;LAURA;LAURA: Magrim, you've been wonderful. Thank you so much. We plan on keeping some of this ale and bringing it back to the household. Would you like some when we open the cask?;Part II
1258;1258;MATT;MATT: He looks down at the cask, looks up at you and says, “I would not turn down a sip or two.”;Part II
1259;1259;LAURA;LAURA: Lovely. We'll be sure to save you a small bottle.;Part II
1260;1260;SAM;SAM: I'm going to turn invisible.;Part II
1261;1261;MATT;MATT: As he's looking over there, you vanish. All right.;Part II
1262;1262;LAURA;LAURA: You can do that?!;Part II
1263;1263;SAM;SAM: And I'm sneaking into the house.;Part II
1264;1264;LIAM;LIAM: To what end?!;Part II
1265;1265;TRAVIS;TRAVIS: That's awesome! Who cares? Light it up!;Part II
1266;1266;SAM;SAM: I don't know why!;Part II
1267;1267;TRAVIS;TRAVIS: He's gone nuts!;Part II
1268;1268;TALIESIN;TALIESIN: We are off the reservation.;Part II
1269;1269;MATT;MATT: “Is that all your business?”;Part II
1270;1270;LAURA;LAURA: I believe it is all of our business.;Part II
1271;1271;MATT;MATT: “Well, good day.” He steps back into the doorway and closes the large oak doors. You are now standing in the foyer of Palace Greyspine. A luxurious foyer, the floor itself is a fine dark velvet red carpet. There are tapestries across the walls and small wooden end tables set at the edges of the hallway, this foyer area that contains sculptures and vases and plants that exist underground specifically. There's a large stairway that leads up into the upper portion of the house and two doors at each side that lead to rooms you no longer can see.;Part II
1272;1272;ORION;ORION: I use the earpiece and whisper: What are you doing, Scanlan?! What are you doing?!;Part II
1273;1273;SAM;SAM: I don't know! Give me 20 minutes!;Part II
1274;1274;LAURA;LAURA: 20 minutes, that's okay! Let's all step away from the house.;Part II
1275;1275;MARISHA;MARISHA: Ask if he needs assistance or divergent–;Part II
1276;1276;TALIESIN;TALIESIN: Divergent?;Part II
1277;1277;MARISHA;MARISHA: Divergent.;Part II
1278;1278;MATT;MATT: Magrim wipes his hands and walks away going, “(sigh) Fucking foreigners.”;Part II
1279;1279;SAM;SAM: I follow him where he's going.;Part II
1280;1280;MATT;MATT: Okay.;Part II
1281;1281;SAM;SAM: My nervousness, I let out a little bit of a fart as we–;Part II
1282;1282;MATT;MATT: Make a stealth check.;Part II
1283;1283;ORION;ORION: Why are you making it harder on yourself?;Part II
1284;1284;SAM;SAM: 14 plus I'm invisible, plus two. 16.;Part II
1285;1285;MATT;MATT: Because you're invisible, I'll give you advantage on that. Go ahead and roll.;Part II
1286;1286;SAM;SAM: Oh, well. 14. Plus two. 16.;Part II
1287;1287;MATT;MATT: As you scamper by, behind Magrim, following him towards the kitchen area of the abode, Magrim stops and turns, rubs his stomach, goes (groaning) and continues walking forward, seemingly unperturbed by the sound.;Part II
1288;1288;SAM;SAM: I'm snooping around, trying to see if there's any lords or higher ranking individuals in the area.;Part II
1289;1289;MATT;MATT: Okay, I'll say within the time that you have within the house, you wander through quite a few rooms. There's a wonderful music room, which contains a number of dwarven instruments that you've read of and many instruments that you know as well. You actually find another, what do you call it again? A shawm?;Part II
1290;1290;SAM;SAM: Shawm.;Part II
1291;1291;MATT;MATT: A shawm. You find another shawm within, more finely crafted than the one that you have.;Part II
1292;1292;SAM;SAM: Oh fuck.;Part II
1293;1293;MATT;MATT: A gift of lords, if you will.;Part II
1294;1294;SAM;SAM: I'm so tempted, but no.;Part II
1295;1295;LAURA;LAURA: Does he have an earring on? Does he have one of our earrings?;Part II
1296;1296;LIAM;LIAM: We all do.;Part II
1297;1297;MATT;MATT: Not everyone, you only made a few.;Part II
1298;1298;SAM;SAM: Just me and him.;Part II
1299;1299;LAURA;LAURA: Who all has an earring?;Part II
1300;1300;SAM;SAM: He can talk to me, apparently.;Part II
1301;1301;LAURA;LAURA: Tiberius, tell him to look for paperwork of something. For the mines!;Part II
1302;1302;ORION;ORION: Scanlan, look for paperwork of something else, and by the way, all of you should be hearing me right now, you all have the ear–;Part II
1303;1303;LAURA;LAURA: Not everyone. You only made like five or something.;Part II
1304;1304;MATT;MATT: You could only afford five.;Part II
1305;1305;ORION;ORION: That's right. (clears throat) Do all those things, Scanlan.;Part II
1306;1306;SAM;SAM: Great.;Part II
1307;1307;TRAVIS;TRAVIS: Who's talking right now?;Part II
1308;1308;MATT;MATT: As you look about the household, you also come across a couple of bed chambers that are locked, pretty hefty lock.;Part II
1309;1309;SAM;SAM: Not going to try.;Part II
